Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,DaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
AK,Alaska,West,Yukon-Koyukuk,5770,21.796707,0.161059,1.181102,0.250537,36708,75.8,80.1,31.4,26.5,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56
AZ,Arizona,Southwest,Apache,73195,20.369697,0.219525,5.751,0.258676,32366,68.5,77.5,21,32.8,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59
AZ,Arizona,Southwest,Cochise,132088,58.475325,3.758013,32.390023,1.834848,45025,75.4,80.5,14.2,24.7,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59
AZ,Arizona,Southwest,Coconino,136011,55.22277,1.112177,13.514257,1.329405,48653,75.7,81.8,18.8,21.5,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41
AZ,Arizona,Southwest,Gila,53144,65.858164,0.363826,17.889061,0.477639,37677,72.2,79.7,17.6,26.8,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42
AZ,Arizona,Southwest,Graham,37416,52.345513,1.700699,30.413756,0.518538,46046,74.2,79.3,14.5,31.8,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43
AZ,Arizona,Southwest,Greenlee,8802,48.050255,0.936352,47.884319,0.521512,59416,74.2,79.3,10.9,33.4,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52
AZ,Arizona,Southwest,La Paz,20281,62.736102,0.561277,23.456489,0.43926,32533,77.6,82.2,24,31.5,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28
AZ,Arizona,Southwest,Maricopa,3942169,58.684473,4.649844,29.570511,3.361202,53929,77.6,82.2,15.6,22.2,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09
AZ,Arizona,Southwest,Mohave,203334,79.614958,0.856703,14.770763,1.007063,37704,72.7,78.7,19.5,28.1,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38
AZ,Arizona,Southwest,Navajo,107094,43.910134,0.783628,10.76883,0.504425,35457,72.1,78.5,18.6,30.9,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13
AZ,Arizona,Southwest,Pima,992394,55.26068,3.170068,34.562357,2.508714,45871,76.5,81.3,16,21.7,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01
AZ,Arizona,Southwest,Pinal,387365,58.675786,4.259787,28.468744,1.627059,49876,78.1,82.4,14.3,29.9,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85
AZ,Arizona,Southwest,Santa Cruz,47303,15.951075,0.187685,82.819485,0.495571,37465,76.4,82.3,20.7,21.2,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9
AZ,Arizona,Southwest,Yavapai,212637,81.962537,0.523141,13.613037,0.806983,44145,75.7,81.6,18.1,24.7,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79
AZ,Arizona,Southwest,Yuma,200022,35.260101,1.618893,59.724855,1.042651,39700,77.6,82.2,19.4,30.4,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87
AR,Arkansas,Southeast,Arkansas,18892,71.039487,24.365109,2.697303,0.483727,36409,71.9,77.5,12.9,34,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11
AR,Arkansas,Southeast,Ashley,21524,68.187434,25.712717,4.891777,0.183041,36176,72.1,77.7,11.7,39.8,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37,10381.37
AR,Arkansas,Southeast,Baxter,41048,95.96271,0.142124,1.657312,0.392648,37873,73.3,79.7,13.5,29,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99,9679.99
AR,Arkansas,Southeast,Benton,232268,76.626803,1.195903,15.488911,2.821464,57408,76.7,81.1,14.2,28.4,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28,6504.28
AR,Arkansas,Southeast,Boone,37327,95.219901,0.173428,1.82641,0.4146,39779,74.3,79.3,12.7,29.2,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94,8358.94
AR,Arkansas,Southeast,Bradley,11397,58.011818,27.519986,13.173445,0.21724,32734,72.7,77.2,18.1,37.1,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23,9604.23
AR,Arkansas,Southeast,Calhoun,5307,73.379285,22.168405,2.831595,0.204918,39493,71.7,77.5,12.9,35,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25,9615.25
AR,Arkansas,Southeast,Carroll,27610,84.026816,0.26962,12.712235,0.582963,36964,74.7,79.7,19,36.2,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56,9287.56
AR,Arkansas,Southeast,Chicot,11433,40.347458,53.788136,4.59322,0.449153,29541,69.8,76.4,14.3,39.2,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9,11699.9
AR,Arkansas,Southeast,Clark,22936,70.350076,23.335508,4.026962,0.521853,38504,72,79,12.2,31.8,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62,8241.62
AR,Arkansas,Southeast,Clay,15684,96.853821,0.348194,1.349251,0.111919,33826,72.1,77.7,14.6,32.7,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19,8680.19
AR,Arkansas,Southeast,Cleburne,25808,95.856758,0.25799,1.990759,0.19638,40555,74.2,80.4,13.9,31.2,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05,9823.05
AR,Arkansas,Southeast,Cleveland,8627,85.096099,12.118771,1.668777,0.115088,43201,72.7,77.2,11.8,36.7,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17,7916.17
AR,Arkansas,Southeast,Columbia,24473,59.24161,36.681329,2.170903,0.696481,37495,71.1,78.6,13.5,38.1,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81,10651.81
AR,Arkansas,Southeast,Conway,21287,82.419029,11.169088,3.558501,0.35726,42348,72.5,78.5,13.4,39.1,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63,11271.63
AR,Arkansas,Southeast,Craighead,99735,79.591054,13.027384,4.434744,1.10739,42851,72.7,78.6,13.3,36.4,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92,8848.92
AR,Arkansas,Southeast,Crawford,61946,86.798605,1.123523,6.069607,1.410861,43466,72.1,78.4,15,36.1,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31,9795.31
AR,Arkansas,Southeast,Crittenden,50021,45.239873,50.986209,1.992063,0.591332,35455,68.1,75.4,11.9,38.4,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55,13081.55
AR,Arkansas,Southeast,Cross,17683,74.66704,22.193621,1.488528,0.464466,38597,71.6,78.2,12.4,37.7,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76,10712.76
AR,Arkansas,Southeast,Dallas,7987,54.127649,41.843273,2.316412,0.123213,34018,71.7,77.5,13.5,36.2,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61,10973.61
AR,Arkansas,Southeast,Desha,12545,46.76353,47.478475,4.443419,0.330566,33028,69.8,76.4,13,38.8,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91,12343.91
AR,Arkansas,Southeast,Drew,18743,68.004754,27.764871,2.452861,0.491653,36801,72.9,78,12.5,30.8,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95,9633.95
AR,Arkansas,Southeast,Faulkner,118704,82.416525,10.151276,3.916564,1.118009,51436,74.4,79.7,12.5,28.9,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07,7296.07
AR,Arkansas,Southeast,Franklin,18045,93.776552,0.684138,2.046897,0.893793,40404,72.9,79.1,13.5,36.8,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79,8642.79
AR,Arkansas,Southeast,Fulton,12318,96.406697,0.318497,0.79216,0.228665,33347,72.7,78.3,14.7,32,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04,11688.04
AR,Arkansas,Southeast,Garland,96903,83.959219,7.8647,4.81338,0.717529,40621,72.2,78.5,15.2,31,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43,9962.43
AR,Arkansas,Southeast,Grant,17986,94.107433,2.1565,2.195709,0.263261,46067,73.6,78.9,11.1,36.6,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069,9069
AR,Arkansas,Southeast,Greene,43163,95.428843,0.5512,2.140651,0.254217,42572,72.6,77.2,11.2,34.1,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21,10162.21
AR,Arkansas,Southeast,Hempstead,22373,56.481932,29.293644,11.999646,0.362687,33136,72.1,77.7,16.2,41.2,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99,9489.99
AR,Arkansas,Southeast,Hot Spring,33394,84.144823,10.764511,2.791362,0.282477,37831,71.8,78.7,12.9,32.5,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16,9973.16
AR,Arkansas,Southeast,Howard,13735,67.387048,20.400319,9.78316,0.609181,37336,71.4,76.5,17.7,37.3,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95,10034.95
AR,Arkansas,Southeast,Independence,37025,89.813627,1.934674,5.836767,0.753131,41085,72.6,78,13.4,34,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55,10757.55
AR,Arkansas,Southeast,Izard,13474,94.962033,1.277745,1.518692,0.284755,32744,72.7,78.3,16.6,33,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76,10889.76
AR,Arkansas,Southeast,Jackson,17600,78.79091,16.602767,2.422626,0.294494,32427,71.6,75.7,13.9,40.1,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98,9816.98
AR,Arkansas,Southeast,Jefferson,74723,41.389553,54.865371,1.574224,0.768386,35927,71.6,77.1,11.2,39,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72,10828.72
AR,Arkansas,Southeast,Johnson,25901,83.508222,1.315583,12.11433,0.6852,34923,73.3,77.7,16.6,34.7,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18,8814.18
AR,Arkansas,Southeast,Lafayette,7447,59.947678,37.109222,1.713538,0.340092,32225,70.3,77,16.2,34,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11,13601.11
AR,Arkansas,Southeast,Lawrence,17012,96.744186,0.769452,0.907264,0.126328,34916,72,77.2,12.5,33.3,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24,10428.24
AR,Arkansas,Southeast,Lee,10216,41.442824,55.065234,1.611665,0.393323,28006,69.4,76.5,13.5,35.2,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57,11694.57
AR,Arkansas,Southeast,Lincoln,14101,65.770483,29.793406,3.197962,0.141503,37644,72.9,78,14.6,35.7,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27,8897.27
AR,Arkansas,Southeast,Little River,12919,74.641257,19.041834,2.7105,0.296105,37691,71.4,76.5,13.2,33.1,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9,11541.9
AR,Arkansas,Southeast,Logan,21983,92.193442,1.274997,2.281573,1.614996,36391,71.2,77.8,14.1,35.3,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18,10381.18
AR,Arkansas,Southeast,Lonoke,69839,87.933759,5.93803,3.285739,0.769501,54459,73.1,78.7,10.8,33.9,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7,9020.7
AR,Arkansas,Southeast,Madison,15645,91.945028,0.171789,4.829166,0.515366,39158,72.8,79.1,17.4,32.9,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25,7858.25
AR,Arkansas,Southeast,Marion,16568,95.856602,0.168138,1.723413,0.222182,33181,73.5,79.1,14.5,30.8,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88,10384.88
AR,Arkansas,Southeast,Miller,43634,70.61571,24.363812,2.388293,0.450969,40877,71.9,77.3,12.8,33.5,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49,9612.49
AR,Arkansas,Southeast,Mississippi,45562,60.469019,33.909208,3.64673,0.492685,33577,68,73.9,11.9,37.7,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19,13682.19
AR,Arkansas,Southeast,Monroe,7828,55.8228,40.667567,1.619831,0.441772,30682,69.4,76.5,14,37.1,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94,10839.94
AR,Arkansas,Southeast,Montgomery,9340,92.821756,0.179193,3.805207,0.516496,34597,72.9,78.4,17.2,33.1,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14,9635.14
AR,Arkansas,Southeast,Nevada,8925,65.143937,30.654663,2.44526,0.255641,30935,70.3,77,12.3,34.3,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11,9517.11
AR,Arkansas,Southeast,Newton,8086,94.765906,0.060024,1.692677,0.264106,35895,74.5,79.5,15.9,36.7,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63,12183.63
AR,Arkansas,Southeast,Ouachita,25396,56.301685,39.946401,1.562021,0.363706,34971,70.5,76.2,11.3,37.8,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11,14039.11
AR,Arkansas,Southeast,Perry,10339,93.623743,1.876496,2.364768,0.162757,40556,72.5,78.5,13.5,36.1,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23,9295.23
AR,Arkansas,Southeast,Phillips,20784,34.632532,62.747621,1.319116,0.294158,28171,67.4,74.4,12.6,41.5,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53,14285.53
AR,Arkansas,Southeast,Pike,11247,88.23842,2.896112,6.438757,0.487114,36893,72.7,78.6,19.5,37.3,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23,7886.23
AR,Arkansas,Southeast,Poinsett,24307,89.008665,7.175691,2.208844,0.183053,35851,68.3,75,14.1,40.4,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64,13683.64
AR,Arkansas,Southeast,Polk,20471,89.773497,0.261349,5.759365,0.425903,33127,72.7,78.6,16.2,32,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11,11004.11
AR,Arkansas,Southeast,Pope,62765,86.904492,2.830586,6.74936,0.966739,39909,74.1,79,14.8,32.8,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85,8522.85
AR,Arkansas,Southeast,Prairie,8458,85.714286,12.174412,0.929432,0.057372,39896,71,77.6,14.7,35.3,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05,11406.05
AR,Arkansas,Southeast,Pulaski,388953,55.30976,34.811939,5.7918,1.939919,45698,73.3,78.7,12.6,31.5,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72,9373.72
AR,Arkansas,Southeast,Randolph,17930,95.865101,0.712338,1.574935,0.155824,37761,72.9,78.5,13.6,35.3,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49,10455.49
AR,Arkansas,Southeast,St. Francis,27858,42.370302,51.542926,4.066105,0.470663,30489,70.8,76,12.3,40.4,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7,10894.7
AR,Arkansas,Southeast,Saline,111845,88.96544,4.616404,3.815419,0.858866,55915,75.2,80.4,10.6,31.5,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58,7306.58
AR,Arkansas,Southeast,Scott,11010,85.346746,0.454019,6.961631,3.373987,33202,72.9,78.4,17.7,31.3,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53,9090.53
AR,Arkansas,Southeast,Searcy,8007,95.179988,0.036608,1.47651,0.134228,31765,74.5,79.5,18.5,31.8,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88,8151.88
AR,Arkansas,Southeast,Sebastian,127304,72.834489,6.241252,12.282892,4.007348,39907,73.1,78.8,15.8,35.2,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37,8897.37
AR,Arkansas,Southeast,Sevier,17177,61.062258,4.203306,30.601477,0.363466,37014,72.1,77.3,21.4,39.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8,8915.8
AR,Arkansas,Southeast,Sharp,17054,94.989574,0.527108,1.679796,0.283828,32101,73.2,78.9,16,33.4,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23,11104.23
AR,Arkansas,Southeast,Stone,12663,96.111021,0.088753,1.266742,0.363079,30010,74.1,79.6,17,35.1,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97,10805.97
AR,Arkansas,Southeast,Union,40867,61.773818,32.839405,3.506328,0.470713,40841,69.8,76,14,35.5,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04,11763.04
AR,Arkansas,Southeast,Van Buren,17030,94.142816,0.375831,2.746459,0.323793,32975,74.1,79.6,15.7,35,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52,9259.52
AR,Arkansas,Southeast,Washington,211411,74.136853,2.870017,15.491591,2.153005,45589,75.4,80.3,16.9,29.2,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11,7119.11
AR,Arkansas,Southeast,White,78493,89.555763,3.935077,3.735274,0.53324,42044,73.4,78.6,13.5,35.4,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68,8632.68
AR,Arkansas,Southeast,Woodruff,7100,69.435262,27.396694,1.198347,0.206612,29969,71,77.6,14.6,36.1,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3,12482.3
