Abbr,State,REGION,County,POPEST2012,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,Median,MaleLifeEx2010,FemaleLifeEx2010,Uninsured2014,obesity,YPLS,% Fair/Poor health,POPMaleLifeEx,POPUninsured,POPobesity,POPYPLS,POPDaysPoorHealth,DaysPoorPhys,DaysPoorMental,LBirthWeight,FoodEnvIndex,PercPhysicallyInactive,PercAccessExercise,PercDaibetes,PercMam,GradRate,PercSomeCollege,PercUnemployed,PercChildrenPov,PercNoEmoSupport,PercSingleParentHouseholds,ViolentCrimeRate,InjuryDeathRate
AL,Alabama,Southeast,Greene,8876,17.26921,81.249309,0.762852,0.165837,26504,70,77.9,15.1,45.9,10934.56,27.1,621320,134027.6,407408.4,97055154.56,240539.6,5.1,5.3,16,3.021139734,36.5,1.603095633,83.5978836,52.63157895,67.5,37.64961915,11.362148,48.2,0,49.45652174,49.45652174,82
AL,Alabama,Southeast,Hale,15388,39.422589,58.788071,0.888325,0.222081,33315,68.1,76.8,14,35.9,13942.57,21.1,1047922.8,215432,552429.2,214548267.2,324686.8,3.9,4.1,13.9,6.303134099,38.3,17.89974619,76.96969697,55.55555556,67,40.91295719,9.888751545,38.7,0,54.91655969,54.91655969,82.8
AL,Alabama,Southeast,Henry,17287,67.80141,28.407121,2.248295,0.260086,39930,71.9,78.5,15.1,35.2,9577.3,18.4,1242935.3,261033.7,608502.4,165562785.1,318080.8,4,3.5,8.9,7.957093301,30.3,30.41266906,85.40669856,56.22317597,72,56.42729364,7.297718577,29.2,16.3,32.55386232,32.55386232,87.5
AL,Alabama,Southeast,Houston,103402,68.668695,25.641329,2.949373,0.793721,40124,73.3,79.1,13.5,33.6,8369.78,20.7,7579366.6,1395927,3474307.2,865451991.6,2140421.4,4.5,4.3,8.7,7.022393868,33.1,31.63953637,85.84353379,64.36363636,71.14555468,53.66532043,7.00513002,28.9,19.8,40.66536681,40.66536681,65.1
AL,Alabama,Southeast,Jackson,53019,90.061435,3.327259,2.515641,0.309993,36923,70.7,76.3,15.7,30.6,11018.07,28,3748443.3,832398.3,1622381.4,584167053.3,1484532,5.8,5.3,8.7,7.976405467,32.3,26.06759727,86.45753634,52.0055325,79.51750381,46.43601823,7.070864303,25,22,22.94747578,22.94747578,93.6
AL,Alabama,Southeast,Jefferson,660009,51.667512,41.84134,3.870815,1.379722,44852,72,77.5,12.6,33.7,10485.15,17.8,47520648,8316113.4,22242303.3,6920293366,11748160.2,3.7,3.9,11.6,6.180426967,29.9,73.99896122,84.51532431,66.13333333,72.71435782,65.78916203,6.771873098,27.6,22.6,42.23319901,42.23319901,79.3
AL,Alabama,Southeast,Lamar,14259,86.116452,11.226311,1.235924,0.027465,34553,71.8,77.2,14,32.5,10051.33,28.5,1023796.2,199626,463417.5,143321914.5,406381.5,7.1,6,9.1,7.86395423,37.3,2.183466081,76.63551402,59.70149254,72.5,46.05575326,7.571752266,30.8,21.5,37.69779708,37.69779708,82.7
AL,Alabama,Southeast,Lauderdale,92542,85.458801,9.912738,2.245737,0.728085,41324,72.8,78.8,13.7,31.6,8600.82,19.2,6737057.6,1267825.4,2924327.2,795937084.4,1776806.4,4.6,3.6,10,7.602457012,32.6,58.16479522,86.77639047,65.12641674,81.44708029,58.01021805,6.678541634,29.3,19.3,30.60139719,30.60139719,73.2
AL,Alabama,Southeast,Lawrence,33838,76.938758,11.406855,1.671569,0.119398,41574,70.4,77.5,16.1,36.3,10855.34,23.5,2382195.2,544791.8,1228319.4,367322994.9,795193,4.6,5.5,10,8.049692003,34.8,31.19485134,84.23194303,59.61165049,79,49.69462063,8.080808081,28.8,25,36.29319106,36.29319106,101.1
AL,Alabama,Southeast,Lee,147257,69.805415,22.58444,3.25925,2.577595,41256,76.3,78.7,13.4,29.5,7014.1,17.5,11235709.1,1973243.8,4344081.5,1032875324,2576997.5,3.7,5.2,8,6.566382676,26.4,42.98416365,84.81642813,62.52566735,86.91428571,65.44412453,6.278822794,21.2,17.1,29.73628078,29.73628078,46.7
AL,Alabama,Southeast,Limestone,87654,78.65478,12.502718,5.545892,1.100481,51175,74.6,79.5,14.4,33.5,7448.38,20.7,6538988.4,1262217.6,2936409,652880300.5,1814437.8,3.6,3.1,9.3,8.090040084,30.3,56.74301177,88.43700159,64.60176991,82.01621622,55.24105887,6.226877312,18.9,25.4,27.75849057,27.75849057,64.7
AL,Alabama,Southeast,Lowndes,10857,25.143818,73.307372,0.76998,0.123905,30675,70.2,76.4,14.4,46.4,15671.47,35.8,762161.4,156340.8,503764.8,170145149.8,388680.6,4.8,4.2,13.7,2.635514225,36,12.00106204,83.05785124,60.48387097,62.5,45.46553809,14.09820126,42.8,35,57.38595221,57.38595221,93.7
AL,Alabama,Southeast,Macon,20535,15.229349,82.188141,1.081484,0.354279,28518,67.2,76.4,13,42.4,13905.84,24.7,1379952,266955,870684,285556424.4,507214.5,3.7,2.9,11.5,3.560185314,33,50.92299086,81.84818482,59.09090909,86,51.85704275,9.792909793,49,19.1,64.31791222,64.31791222,93.2
AL,Alabama,Southeast,Madison,343080,66.1403,23.749817,4.600805,2.439287,58833,75.1,79.5,12.5,31.2,7760.43,14.1,25765308,4288500,10704096,2662448324,4837428,3.4,3.5,10.4,7.34102617,26.3,65.62926547,85.63853292,67.02886248,73.83387271,70.26236102,6.230609382,17.4,20.6,31.96381407,31.96381407,55.8
AL,Alabama,Southeast,Marengo,20401,45.688876,51.543254,1.674038,0.252057,32977,70.1,77.1,13.3,41.3,9872.84,26.4,1430110.1,271333.3,842561.3,201415808.8,538586.4,4.8,4.5,12.2,5.098039233,34.4,13.24963143,75.73839662,50.82644628,86.91642651,54.99139415,9.354500131,36.4,23.4,45.84342212,45.84342212,68.5
AL,Alabama,Southeast,Marion,30327,92.633871,3.827658,2.053548,0.172212,37707,70.3,76.4,15.4,34.9,10664.24,23.7,2131988.1,467035.8,1058412.3,323414406.5,718749.9,4.6,4.3,9,7.835200472,42.3,27.23875747,89.46700508,54.75,72.90469974,47.36042012,9.115924019,30.8,20.8,31.01120147,31.01120147,98.1
AL,Alabama,Southeast,Marshall,94776,83.918339,1.493243,12.081403,0.510648,36536,71.5,76.6,18.8,35,10231.61,21.2,6776484,1781788.8,3317160,969711069.4,2009251.2,4.8,4.8,8.1,7.620435427,35.1,30.35831389,82.07434053,60.09009009,82.44633731,44.72579209,7.037955842,35.6,18.9,31.62906408,31.62906408,74.2
AL,Alabama,Southeast,Mobile,413936,59.057803,34.449093,2.405858,1.817711,42943,71.7,77.8,14.9,36.1,10188.12,22.6,29679211.2,6167646.4,14943089.6,4217229640,9354953.6,4.5,4.8,11.9,6.167062063,30.7,69.35751782,84.1350826,61.01110686,64,56.69565383,8.377859319,30.9,24.4,43.67193393,43.67193393,84.6
AL,Alabama,Southeast,Monroe,22602,54.712155,41.533726,0.953702,0.290446,34733,70.8,77.7,17.7,37.2,10721.71,25.7,1600221.6,400055.4,840794.4,242332089.4,580871.4,5,5,14.8,4.512303958,34.6,50.30345067,77.80429594,65.27777778,79,40.71673656,12.27125942,33.3,23.8,50.71180556,50.71180556,88.2
AL,Alabama,Southeast,Montgomery,230149,38.410293,54.467373,3.624822,2.089265,43054,73.3,78,13.9,33.6,9321.49,21,16869921.7,3199071.1,7733006.4,2145331602,4833129,4,3.8,11.9,5.656827264,29.3,80.73534092,82.85115304,67.13735558,66,61.26958035,7.721486,31.3,22.1,49.04807022,49.04807022,58.7
AL,Alabama,Southeast,Morgan,120395,77.483471,11.765838,7.662566,0.556532,45082,72.9,77.9,16.1,32.2,8919.59,14.9,8776795.5,1938359.5,3876719,1073874038,1793885.5,4.5,4,9.2,7.896198644,30.1,55.04393673,84.28893905,65.6776263,70.72322503,53.91608841,7.026741731,23.3,26.6,32.13682432,32.13682432,76.4
AL,Alabama,Southeast,Perry,10181,29.666698,68.397696,1.076386,0.283259,27403,68.1,76.8,15.3,37.8,13472.66,27.2,693326.1,155769.3,384841.8,137165151.5,276923.2,5.2,4.2,13.5,4.75062607,33.5,11.18874516,67.63285024,58.92857143,87.5,36.19489559,12.90135956,51.2,0,63.79984363,63.79984363,74.8
AL,Alabama,Southeast,Pickens,19405,55.844222,41.370404,1.585131,0.162058,31933,71.6,76.4,14.3,37.4,11568.09,26,1389398,277491.5,725747,224478786.5,504530,5.2,3.3,12.1,6.505500254,34.7,6.254431277,87.38738739,64.0167364,75,43.52567015,8.980015572,34.1,30.4,48.74591058,48.74591058,75.3
AL,Alabama,Southeast,Pike,33182,57.40904,36.444877,2.218912,1.960546,31844,71.5,77.3,15.2,34.1,10833.61,23.8,2372513,504366.4,1131506.2,359480847,789731.6,4.7,3.8,9.4,6.306697178,32.6,31.00398188,85.17786561,66.1237785,69.98466258,57.37704918,6.968483596,33.5,21.2,45.95086442,45.95086442,73.4
AL,Alabama,Southeast,Randolph,22675,75.415703,20.093397,2.832453,0.235674,36939,70.7,77.5,16.8,33.2,11072.81,22.3,1603122.5,380940,752810,251075966.8,505652.5,4,4.8,10,7.170951799,34.9,15.14424126,83.94308943,55.31135531,79.76027397,40.58511683,8.864588181,34.8,15,43.85931194,43.85931194,100.8
AL,Alabama,Southeast,Russell,57820,52.110601,41.411223,3.675373,0.421176,35585,68.8,76.1,14.8,34.8,12304.68,21.3,3978016,855736,2012136,711456597.6,1231566,5,5,10.7,6.117027961,35.2,52.40334674,77.83842795,54.83870968,64.57345972,56.1450168,9.13453225,36.5,20.9,47.76599634,47.76599634,88.3
AL,Alabama,Southeast,St. Clair,85237,87.264484,8.491142,2.052803,0.612491,50571,72.3,78.5,13.4,33.1,9241.2,19.3,6162635.1,1142175.8,2821344.7,787692164.4,1645074.1,4.2,4,8.7,8.478224104,34,39.46981207,85.58897243,60.44776119,76.27079108,51.21299608,6.356716181,21,22.2,29.95945261,29.95945261,79.4
AL,Alabama,Southeast,Shelby,200941,80.155317,10.562575,5.92921,1.896097,69432,77.3,81,10.6,31.3,6212.02,12.3,15532739.3,2129974.6,6289453.3,1248249511,2471574.3,3.3,3.6,8.4,8.681659383,24.5,78.76771664,84.7826087,70.07874016,86,74.47171038,4.970275988,12.3,20,20.1271358,20.1271358,64.6
AL,Alabama,Southeast,Sumter,13427,24.006394,74.714815,0.624864,0.239773,25413,70,77.9,16.7,39.6,10936.76,27.7,939890,224230.9,531709.2,146847876.5,371927.9,4.3,5.4,13.5,3.895988822,31.2,19.55968902,78.64768683,67.1641791,80,49.01603499,11.63985702,45,0,61.84424894,61.84424894,66.3
AL,Alabama,Southeast,Talladega,81762,64.501586,31.538078,2.030599,0.399801,39999,70.5,76.1,13.5,37.6,11323.12,29.9,5764221,1103787,3074251.2,925800937.4,2444683.8,5.6,5.1,12.5,6.628365379,36,43.0982732,82.21503638,57.18050066,74.37779851,46.12767566,8.131647493,34.8,27.9,40.55137041,40.55137041,76
AL,Alabama,Southeast,Tallapoosa,41168,69.295463,26.552288,2.503845,0.473376,36779,72.6,78.5,14.3,36.5,9863.78,26.5,2988796.8,588702.4,1502632,406072095,1090952,5.8,5.2,12.6,6.961531746,32.1,19.27383699,79.19896641,62.52465483,77,44.62188337,8.532856401,38,31.9,42.95513937,42.95513937,69.8
AL,Alabama,Southeast,Tuscaloosa,198596,65.043461,29.488431,3.056161,1.177976,46892,72.4,77.9,12.2,32.7,9445.69,17.6,14378350.4,2422871.2,6494089.2,1875876251,3495289.6,4.3,4.1,11.5,6.719021396,28.5,57.49270508,85.50932568,69.70458831,66.83809118,61.1146347,6.618518918,25.7,18.4,37.21873937,37.21873937,73
AL,Alabama,Southeast,Walker,66221,90.397326,5.796518,1.950077,0.283485,37245,68.2,75,15.2,32.9,14299.82,35,4516272.2,1006559.2,2178670.9,946948380.2,2317735,6.5,6.5,10.4,7.758877801,38.4,47.8149292,88.57404022,64.6234676,76.32636248,51.49493452,7.479467056,28.2,23.1,30.81368004,30.81368004,141.4
AL,Alabama,Southeast,Washington,17109,65.155566,24.799499,0.858882,0.102383,41321,71.5,77.8,15.1,36,11044.74,21.1,1223293.5,258345.9,615924,188964456.7,360999.9,4.6,3.2,9.7,7.063712702,32.1,8.799271941,82.64705882,59.375,85,38.20696468,11.43596772,28.8,0,30.75695394,30.75695394,85.5
AL,Alabama,Southeast,Wilcox,11431,26.649529,72.150814,0.616967,0.034276,24035,70.1,77.1,16.3,44.4,12975.31,30.5,801313.1,186325.3,507536.4,148320768.6,348645.5,4.1,3.6,12.6,1.858209615,33,5.801199657,73.80073801,50,72,32.89865872,16.37554585,51,0,70.22973835,70.22973835,109.8
AL,Alabama,Southeast,Winston,24108,94.906878,0.469694,2.609868,0.240974,35528,70.2,76.8,16.3,28.7,12620.9,21.1,1692381.6,392960.4,691899.6,304264657.2,508678.8,4.6,6.5,9.7,7.511556291,35.1,66.5781735,83.46972177,54.43786982,87.5,45.64359986,9.760159893,40.3,28.3,35.38992144,35.38992144,108.5
AK,Alaska,West,Aleutians East,3161,13.530723,6.749443,12.257243,35.434575,55462,75.8,80.1,39.3,31.1,0,17,239603.8,124227.3,98307.1,0,53737,2.9,3.8,0,4.837387912,31.4,68.86341929,0,0,0,41.3509061,12.59640103,14.4,0,39.44223108,39.44223108,0
AK,Alaska,West,Aleutians West,5547,31.379248,5.718396,13.055206,28.322244,68387,75.8,80.1,25.2,36.2,0,12.2,420462.6,139784.4,200801.4,0,67673.4,2.1,2.1,0,7.001522309,23.4,89.55223881,0,0,0,46.56410256,9.082426128,8.7,28.7,28.88349515,28.88349515,0
AK,Alaska,West,Anchorage,298610,62.644864,5.245592,7.559642,7.952684,75200,75.8,80.1,16.7,27,6826.82,12.5,22634638,4986787,8062470,2038556720,3732625,3.3,3,6.4,8.185090337,20.5,87.15947174,73.32382311,55.8380903,71.81778237,70.32176222,5.446462124,12.8,16,31.85551627,31.85551627,66
AK,Alaska,West,Bethel,17746,10.897549,0.382061,1.063892,0.928702,45808,75.8,80.1,26,31.6,13344.76,21.1,1345146.8,461396,560773.6,236816111,374440.6,3.3,2.6,5.1,3.210394211,28.3,95.66801857,24.52830189,0,40.82515337,40.00932618,15.2058247,35.1,47.7,29.28087714,29.28087714,153.4
AK,Alaska,West,Bristol Bay,991,47.74323,0,2.407222,0.802407,75364,75.8,80.1,21.7,34.1,0,16.7,75117.8,21504.7,33793.1,0,16549.7,1.4,1.3,0,8.227377668,23.1,59.47843531,0,0,0,69.44444444,4.391217565,12,8.9,39.28571429,39.28571429,0
AK,Alaska,West,Denali,1875,88.389923,0.547645,2.30011,1.040526,69692,,,20.9,24.7,0,6.5,0,39187.5,46312.5,0,12187.5,2.7,2.3,0,6.421383709,20.4,33.68017525,63.63636364,68,0,79.5620438,10.22058824,6.4,19.1,13.21695761,13.21695761,0
AK,Alaska,West,Dillingham,5034,17.639777,0.226945,2.083763,0.660202,51082,75.8,80.1,25.4,35.3,9699.28,12.1,381577.2,127863.6,177700.2,48826175.52,60911.4,2.7,2.3,5.1,5.892471562,28.8,59.56261605,0,0,0,51.51228734,9.590316574,28.8,30.5,35.13011152,35.13011152,162.1
AK,Alaska,West,Fairbanks North Star,100272,74.050276,4.256976,5.791086,2.574272,67801,75.8,80.1,16.6,28.6,5740.13,11,7600617.6,1664515.2,2867779.2,575574315.4,1102992,3.5,3,5.7,7.525730564,22.5,69.19277318,79.96575342,57.16753022,67.64569805,69.0640945,6.24237103,13.2,16.8,32.20703363,32.20703363,63.4
AK,Alaska,West,Haines,2552,82.216906,0.358852,1.874003,0.518341,67260,75.8,80.1,24.5,26.5,0,11.8,193441.6,62524,67628,0,30113.6,3.1,2,0,8.192010115,22.7,84.40988836,61.76470588,60.52631579,0,65.93406593,8.136882129,17.6,16.9,19.55403088,19.55403088,0
AK,Alaska,West,Hoonah-Angoon,2129,46.186047,0.372093,3.581395,0.55814,51687,75.8,80.1,29.7,31.5,,,161378.2,63231.3,67063.5,0,0,,,,,,,,,,,,,,,,
AK,Alaska,West,Juneau,32556,67.354117,0.828137,5.077538,6.007994,80835,75.8,80.1,17.4,27,5867.41,11.5,2467744.8,566474.4,879012,191019400,374394,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41,5867.41
AK,Alaska,West,Kenai Peninsula,56900,82.814079,0.447653,2.962094,1.108303,62532,75.8,80.1,20.9,28,8655.64,13.7,4313020,1189210,1593200,492505916,779530,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64,8655.64
AK,Alaska,West,Ketchikan Gateway,13779,66.171997,0.563924,3.991986,6.945166,57776,75.8,80.1,21.1,29.3,8421.64,14.4,1044448.2,290736.9,403724.7,116041777.6,198417.6,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64,8421.64
AK,Alaska,West,Kodiak Island,14239,52.508829,0.625368,7.32784,19.276045,67972,75.8,80.1,24.8,29.3,6890.6,13.2,1079316.2,353127.2,417202.7,98115253.4,187954.8,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6,6890.6
AK,Alaska,West,Lake and Peninsula,1654,22.194972,0.551809,2.636419,0.367872,45570,75.8,80.1,30,32.4,0,0,125373.2,49620,53589.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Alaska,West,Matanuska-Susitna,93925,82.786673,0.918029,3.709197,1.207933,73981,75.8,80.1,18.5,28.9,6519.02,13.3,7119515,1737612.5,2714432.5,612298953.5,1249202.5,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02,6519.02
AK,Alaska,West,Nome,9915,15.918668,0.28445,1.211547,0.927097,47160,75.8,80.1,27.4,33.3,17793.73,16.4,751557,271671,330169.5,176424833,162606,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73,17793.73
AK,Alaska,West,North Slope,9643,32.439024,0.965005,2.640509,4.390244,75682,75.8,80.1,23.3,35.3,10564.4,20,730939.4,224681.9,340397.9,101872509.2,192860,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4,10564.4
AK,Alaska,West,Northwest Arctic,7810,11.032833,0.46524,0.770969,0.558288,65192,75.8,80.1,27.8,32.5,13603.76,18.8,591998,217118,253825,106245365.6,146828,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76,13603.76
AK,Alaska,West,Petersburg,3844,69.436435,0.393185,3.407602,2.516383,56655,75.8,80.1,20.4,29.8,,,291375.2,78417.6,114551.2,0,0,,,,,,,,,,,,,,,,
AK,Alaska,West,Prince of Wales-Hyder,5751,49.577262,0.30581,2.284584,0.377766,43245,75.8,80.1,27.7,35.3,8688.93,20.7,435925.8,159302.7,203010.3,49970036.43,119045.7,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93,8688.93
AK,Alaska,West,Sitka,9046,63.517622,0.48418,4.920617,5.731337,65765,75.8,80.1,24.2,27,7377.26,11,685686.8,218913.2,244242,66734693.96,99506,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26,7377.26
AK,Alaska,West,Skagway,959,90.082645,0,2.169421,0.516529,69170,75.8,80.1,,30.6,10397.95,10,72692.2,0,29345.4,9971634.05,9590,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95,10397.95
AK,Alaska,West,Southeast Fairbanks,7144,78.745198,1.010101,3.329065,0.910514,59641,75.8,80.1,24.4,33,5733.71,15.4,541515.2,174313.6,235752,40961624.24,110017.6,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71,5733.71
AK,Alaska,West,Valdez-Cordova,9717,72.114985,0.466999,3.621835,3.632213,73998,75.8,80.1,20.3,30.4,7733.88,17.2,736548.6,197255.1,295396.8,75150111.96,167132.4,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88,7733.88
AK,Alaska,West,Wade Hampton,7809,2.667918,0.013407,0.093846,0.227913,30877,75.8,80.1,25.6,34.4,18390.99,25,591922.2,199910.4,268629.6,143615240.9,195225,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99,18390.99
AK,Alaska,West,Wrangell,2403,71.718024,0.168848,1.56184,1.350781,52201,75.8,80.1,,29.4,9208.12,13.2,182147.4,0,70648.2,22127112.36,31719.6,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12,9208.12
AK,Alaska,West,Yakutat,668,40.483384,0.302115,2.567976,4.07855,52595,75.8,80.1,30.7,32.1,0,0,50634.4,20507.6,21442.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AK,Alaska,West,Yukon-Koyukuk,5770,21.796707,0.161059,1.181102,0.250537,36708,75.8,80.1,31.4,26.5,16526.56,19.4,437366,181178,152905,95358251.2,111938,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56,16526.56
AZ,Arizona,Southwest,Apache,73195,20.369697,0.219525,5.751,0.258676,32366,68.5,77.5,21,32.8,14038.59,20.3,5013857.5,1537095,2400796,1027554595,1485858.5,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59,14038.59
AZ,Arizona,Southwest,Cochise,132088,58.475325,3.758013,32.390023,1.834848,45025,75.4,80.5,14.2,24.7,7827.59,18.7,9959435.2,1875649.6,3262573.6,1033930708,2470045.6,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59,7827.59
AZ,Arizona,Southwest,Coconino,136011,55.22277,1.112177,13.514257,1.329405,48653,75.7,81.8,18.8,21.5,7342.41,12.8,10296032.7,2557006.8,2924236.5,998648526.5,1740940.8,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41,7342.41
AZ,Arizona,Southwest,Gila,53144,65.858164,0.363826,17.889061,0.477639,37677,72.2,79.7,17.6,26.8,10843.42,21.4,3836996.8,935334.4,1424259.2,576262712.5,1137281.6,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42,10843.42
AZ,Arizona,Southwest,Graham,37416,52.345513,1.700699,30.413756,0.518538,46046,74.2,79.3,14.5,31.8,8077.43,19,2776267.2,542532,1189828.8,302225120.9,710904,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43,8077.43
AZ,Arizona,Southwest,Greenlee,8802,48.050255,0.936352,47.884319,0.521512,59416,74.2,79.3,10.9,33.4,6684.52,17.6,653108.4,95941.8,293986.8,58837145.04,154915.2,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52,6684.52
AZ,Arizona,Southwest,La Paz,20281,62.736102,0.561277,23.456489,0.43926,32533,77.6,82.2,24,31.5,12621.28,22,1573805.6,486744,638851.5,255972179.7,446182,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28,12621.28
AZ,Arizona,Southwest,Maricopa,3942169,58.684473,4.649844,29.570511,3.361202,53929,77.6,82.2,15.6,22.2,6247.09,14.7,305912314.4,61497836.4,87516151.8,24627084538,57949884.3,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09,6247.09
AZ,Arizona,Southwest,Mohave,203334,79.614958,0.856703,14.770763,1.007063,37704,72.7,78.7,19.5,28.1,9828.38,20.3,14782381.8,3965013,5713685.4,1998443819,4127680.2,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38,9828.38
AZ,Arizona,Southwest,Navajo,107094,43.910134,0.783628,10.76883,0.504425,35457,72.1,78.5,18.6,30.9,11848.13,17.5,7721477.4,1991948.4,3309204.6,1268863634,1874145,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13,11848.13
AZ,Arizona,Southwest,Pima,992394,55.26068,3.170068,34.562357,2.508714,45871,76.5,81.3,16,21.7,7390.01,14.4,75918141,15878304,21534949.8,7333801584,14290473.6,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01,7390.01
AZ,Arizona,Southwest,Pinal,387365,58.675786,4.259787,28.468744,1.627059,49876,78.1,82.4,14.3,29.9,6587.85,17,30253206.5,5539319.5,11582213.5,2551902515,6585205,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85,6587.85
AZ,Arizona,Southwest,Santa Cruz,47303,15.951075,0.187685,82.819485,0.495571,37465,76.4,82.3,20.7,21.2,5134.9,17.8,3613949.2,979172.1,1002823.6,242896174.7,841993.4,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9,5134.9
AZ,Arizona,Southwest,Yavapai,212637,81.962537,0.523141,13.613037,0.806983,44145,75.7,81.6,18.1,24.7,7371.79,17.7,16096620.9,3848729.7,5252133.9,1567515310,3763674.9,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79,7371.79
AZ,Arizona,Southwest,Yuma,200022,35.260101,1.618893,59.724855,1.042651,39700,77.6,82.2,19.4,30.4,5842.87,22.6,15521707.2,3880426.8,6080668.8,1168702543,4520497.2,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87,5842.87
AR,Arkansas,Southeast,Arkansas,18892,71.039487,24.365109,2.697303,0.483727,36409,71.9,77.5,12.9,34,11046.11,28.7,1358334.8,243706.8,642328,208683110.1,542200.4,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11,11046.11
